;Código Pacote;Label SEEDS;Unnamed: 2;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase.1;Atividade.1;Operação;Unnamed: 19;Unnamed: 20
3779;;;Casing_4_13_6;Retirar coluna de assentamento (poço revestido/ riser);zerar itens;;;0;0;0;FASE 6;Cimentação primária;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;6;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-03
3780;Casing 4-fase-7;Casing 4-fase-7;Casing_4_1_7;Montar conjunto com suspensor + plugs;zerar itens;;;3;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3781;;;Casing_4_2_7;Montar seção com cabeça de cimentação;;;;3;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3782;;;Casing_4_3_7;Preparar plataforma para revestir;;;;1;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3783;;;Casing_4_4_7;"""Descer liner {phase7_case_diameter} pol """" na mesa rotativa""";insere;y = (PFF - PLH);itens da tabela de revestimento;0;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-06, P-08
3784;;;Casing_4_5_7;Trocar elevador;;;;2;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-06, P-08
3785;;;Casing_4_6_7;"""Descer liner {phase7_case_diameter} pol """" com coluna de assentamento (Riser)""";insere;y ={PDA}- (PFF - PLH);itens da tabela de revestimento;0;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-07, P-09
3786;;;Casing_4_7_7;"""Descer liner {phase7_case_diameter} pol """" com coluna de assentamento (Poço revestido)""";insere;y ={PIF}- PDA;itens da tabela de revestimento;0;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-07, P-09
3787;;;Casing_4_8_7;"""Descer liner {phase7_case_diameter} pol """" com coluna de assentamento (Poço Aberto)""";insere;y ={PFF}- PIF;itens da tabela de revestimento;0;0;0;FASE 7;Montagem e descida de liner;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;7;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-07, P-09, P-11
3788;;;Casing_4_9_7;Lançar esfera;;;;0,5;0;1;FASE 7;Cimentação primária;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;7;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3789;;;Casing_4_10_7;Assentar liner / preparar para cimentar;;;;1;0;1;FASE 7;Cimentação primária;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;7;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3790;;;Casing_4_11_7;Circular para cimentar;;;;0;0;1;FASE 7;Cimentação primária;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;7;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3791;;;Casing_4_12_7;Efetuar cimentação;;;;5;0;1;FASE 7;Cimentação primária;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;7;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-13
3792;;;Casing_4_13_7;Retirar coluna de assentamento (poço revestido/ riser);zerar itens;;;0;0;0;FASE 7;Cimentação primária;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;7;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-03
3793;Casing 4-fase-8;Casing 4-fase-8;Casing_4_1_8;Montar conjunto com suspensor + plugs;zerar itens;;;3;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3794;;;Casing_4_2_8;Montar seção com cabeça de cimentação;;;;3;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3795;;;Casing_4_3_8;Preparar plataforma para revestir;;;;1;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3796;;;Casing_4_4_8;"""Descer liner {phase8_case_diameter} pol """" na mesa rotativa""";insere;y = (PFF - PLH);itens da tabela de revestimento;0;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-06, P-08
3797;;;Casing_4_5_8;Trocar elevador;;;;2;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-06, P-08
3798;;;Casing_4_6_8;"""Descer liner {phase8_case_diameter} pol """" com coluna de assentamento (Riser)""";insere;y ={PDA}- (PFF - PLH);itens da tabela de revestimento;0;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-07, P-09
3799;;;Casing_4_7_8;"""Descer liner {phase8_case_diameter} pol """" com coluna de assentamento (Poço revestido)""";insere;y ={PIF}- PDA;itens da tabela de revestimento;0;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-07, P-09
3800;;;Casing_4_8_8;"""Descer liner {phase8_case_diameter} pol """" com coluna de assentamento (Poço Aberto)""";insere;y ={PFF}- PIF;itens da tabela de revestimento;0;0;0;FASE 8;Montagem e descida de liner;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;8;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-07, P-09, P-11
3801;;;Casing_4_9_8;Lançar esfera;;;;0,5;0;1;FASE 8;Cimentação primária;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;8;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3802;;;Casing_4_10_8;Assentar liner / preparar para cimentar;;;;1;0;1;FASE 8;Cimentação primária;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;8;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3803;;;Casing_4_11_8;Circular para cimentar;;;;0;0;1;FASE 8;Cimentação primária;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;8;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3804;;;Casing_4_12_8;Efetuar cimentação;;;;5;0;1;FASE 8;Cimentação primária;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;8;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-13
3805;;;Casing_4_13_8;Retirar coluna de assentamento (poço revestido/ riser);zerar itens;;;0;0;0;FASE 8;Cimentação primária;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;8;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-03
3806;Casing 4-fase-9;Casing 4-fase-9;Casing_4_1_9;Montar conjunto com suspensor + plugs;zerar itens;;;3;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3807;;;Casing_4_2_9;Montar seção com cabeça de cimentação;;;;3;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3808;;;Casing_4_3_9;Preparar plataforma para revestir;;;;1;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01
3809;;;Casing_4_4_9;"""Descer liner {phase9_case_diameter} pol """" na mesa rotativa""";insere;y = (PFF - PLH);itens da tabela de revestimento;0;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-06, P-08
3810;;;Casing_4_5_9;Trocar elevador;;;;2;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-06, P-08
3811;;;Casing_4_6_9;"""Descer liner {phase9_case_diameter} pol """" com coluna de assentamento (Riser)""";insere;y ={PDA}- (PFF - PLH);itens da tabela de revestimento;0;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Baixa;P-01, P-07, P-09
3812;;;Casing_4_7_9;"""Descer liner {phase9_case_diameter} pol """" com coluna de assentamento (Poço revestido)""";insere;y ={PIF}- PDA;itens da tabela de revestimento;0;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-07, P-09
3813;;;Casing_4_8_9;"""Descer liner {phase9_case_diameter} pol """" com coluna de assentamento (Poço Aberto)""";insere;y ={PFF}- PIF;itens da tabela de revestimento;0;0;0;FASE 9;Montagem e descida de liner;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Montagem e descida de liner;;9;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-07, P-09, P-11
3814;;;Casing_4_9_9;Lançar esfera;;;;0,5;0;1;FASE 9;Cimentação primária;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;9;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3815;;;Casing_4_10_9;Assentar liner / preparar para cimentar;;;;1;0;1;FASE 9;Cimentação primária;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;9;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3816;;;Casing_4_11_9;Circular para cimentar;;;;0;0;1;FASE 9;Cimentação primária;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;9;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-11
3817;;;Casing_4_12_9;Efetuar cimentação;;;;5;0;1;FASE 9;Cimentação primária;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;9;Rev / Cimentação;Cimentação e operações associadas;Moderada;P-13
3818;;;Casing_4_13_9;Retirar coluna de assentamento (poço revestido/ riser);zerar itens;;;0;0;0;FASE 9;Cimentação primária;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;9;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01, P-03
3819;Retr_PS-fase-3;Retr_PS-fase-3;Retr_PS_1_3;Retirar Protective Sleeve;;;;1;0;0;FASE 3;Retirada de protective sleeve;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;3;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3820;Retr_PS-fase-4;Retr_PS-fase-4;Retr_PS_1_4;Retirar Protective Sleeve;;;;1;0;0;FASE 4;Retirada de protective sleeve;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;4;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3821;Retr_PS-fase-5;Retr_PS-fase-5;Retr_PS_1_5;Retirar Protective Sleeve;;;;1;0;0;FASE 5;Retirada de protective sleeve;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;5;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3822;Retr_PS-fase-6;Retr_PS-fase-6;Retr_PS_1_6;Retirar Protective Sleeve;;;;1;0;0;FASE 6;Retirada de protective sleeve;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;6;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3823;Retr_PS-fase-7;Retr_PS-fase-7;Retr_PS_1_7;Retirar Protective Sleeve;;;;1;0;0;FASE 7;Retirada de protective sleeve;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;7;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3824;Retr_PS-fase-8;Retr_PS-fase-8;Retr_PS_1_8;Retirar Protective Sleeve;;;;1;0;0;FASE 8;Retirada de protective sleeve;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;8;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3825;Retr_PS-fase-9;Retr_PS-fase-9;Retr_PS_1_9;Retirar Protective Sleeve;;;;1;0;0;FASE 9;Retirada de protective sleeve;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Retirada de protective sleeve;;9;Rev / Cimentação;Revestimento e operações associadas;Moderada;P-01
3826;WB_Retr-fase-3;WB_Retr-fase-3;WB_Retr_1_3;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 3;Retirada de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;3;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3827;;;WB_Retr_2_3;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 3;Retirada de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;3;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3828;;;WB_Retr_3_3;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 3;Retirada de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;3;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3829;WB_Retr-fase-4;WB_Retr-fase-4;WB_Retr_1_4;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Retirada de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;4;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3830;;;WB_Retr_2_4;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 4;Retirada de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;4;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3831;;;WB_Retr_3_4;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 4;Retirada de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;4;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3832;WB_Retr-fase-5;WB_Retr-fase-5;WB_Retr_1_5;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Retirada de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;5;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3833;;;WB_Retr_2_5;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 5;Retirada de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;5;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3834;;;WB_Retr_3_5;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 5;Retirada de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;5;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3835;WB_Retr-fase-6;WB_Retr-fase-6;WB_Retr_1_6;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 6;Retirada de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;6;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3836;;;WB_Retr_2_6;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 6;Retirada de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;6;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3837;;;WB_Retr_3_6;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 6;Retirada de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;6;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3838;WB_Retr-fase-7;WB_Retr-fase-7;WB_Retr_1_7;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 7;Retirada de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;7;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3839;;;WB_Retr_2_7;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 7;Retirada de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;7;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3840;;;WB_Retr_3_7;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 7;Retirada de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;7;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3841;WB_Retr-fase-8;WB_Retr-fase-8;WB_Retr_1_8;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 8;Retirada de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;8;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3842;;;WB_Retr_2_8;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 8;Retirada de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;8;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3843;;;WB_Retr_3_8;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 8;Retirada de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;8;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3844;WB_Retr-fase-9;WB_Retr-fase-9;WB_Retr_1_9;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 9;Retirada de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;9;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3845;;;WB_Retr_2_9;Recuperar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;0,5;0;0;FASE 9;Retirada de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;9;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3846;;;WB_Retr_3_9;Retirar bucha nominal/ desgaste com coluna;retirar;y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 9;Retirada de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Retirada de bucha de desgaste;;9;Cabeça de poço;Retirada de wear bushing;Baixa;P-01
3847;WB_Retr 2-fase-3;WB_Retr 2-fase-3;WB_Retr_2_1_3;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 3;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;3;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3848;;;WB_Retr_2_2_3;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 3;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;3;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3849;;;WB_Retr_2_3_3;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 3;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;3;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3850;;;WB_Retr_2_4_3;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 3;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;3;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3851;WB_Retr 2-fase-4;WB_Retr 2-fase-4;WB_Retr_2_1_4;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;4;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3852;;;WB_Retr_2_2_4;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 4;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;4;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3853;;;WB_Retr_2_3_4;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 4;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;4;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3854;;;WB_Retr_2_4_4;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 4;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;4;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3855;WB_Retr 2-fase-5;WB_Retr 2-fase-5;WB_Retr_2_1_5;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;5;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3856;;;WB_Retr_2_2_5;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 5;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;5;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3857;;;WB_Retr_2_3_5;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 5;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;5;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3858;;;WB_Retr_2_4_5;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 5;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;5;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3859;WB_Retr 2-fase-6;WB_Retr 2-fase-6;WB_Retr_2_1_6;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 6;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;6;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3860;;;WB_Retr_2_2_6;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 6;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;6;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3861;;;WB_Retr_2_3_6;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 6;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;6;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3862;;;WB_Retr_2_4_6;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 6;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;6;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
